cruelty	-4.32	0.90
terrible	-4.28	1.20
wicked	-4.28	0.92
wretched	-4.21	1.17
cruel	-4.17	0.99
dread	-4.10	0.98
creatures	-3.91	1.14
miserable	-3.86	1.18
awful	-3.85	1.38
ignorant	-3.82	0.60
blind	-3.70	0.69
victims	-3.69	1.13
bloody	-3.67	1.30
dependent	-3.66	1.29
weary	-3.63	1.32
lonely	-3.63	1.39
death	-3.62	1.22
hatred	-3.59	1.36
victim	-3.58	0.95
dreadful	-3.48	1.39
fearful	-3.45	1.43
disaster	-3.39	1.11
selfish	-3.39	0.82
stupid	-3.38	0.60
helpless	-3.35	0.84
brute	-3.31	0.43
agony	-3.30	1.22
poverty	-3.28	0.70
horror	-3.21	1.22
revenge	-3.21	1.13
weak	-3.20	0.98
fate	-3.18	1.40
fierce	-3.18	1.12
dirty	-3.18	0.95
disease	-3.17	1.07
threatening	-3.13	1.24
deed	-3.12	0.94
am	-3.12	1.37
weakness	-3.11	1.03
deadly	-3.11	1.10
evils	-3.10	1.30
uncertain	-3.09	1.27
injustice	-3.07	0.60
bitter	-3.04	1.05
folly	-3.04	0.47
restless	-3.02	1.32
sick	-3.02	0.99
dumb	-3.01	0.83
feeble	-2.97	1.06
vice	-2.96	1.37
dying	-2.96	0.87
fury	-2.96	1.27
despair	-2.94	1.09
opposed	-2.93	1.98
vengeance	-2.93	1.12
ghost	-2.91	1.44
foolish	-2.90	1.08
grim	-2.88	1.62
violence	-2.87	0.74
hungry	-2.87	1.20
bands	-2.87	1.99
vulgar	-2.86	0.40
wrath	-2.86	1.36
consequences	-2.84	1.41
rage	-2.83	1.34
hunger	-2.79	0.40
jealousy	-2.76	1.36
robbed	-2.74	1.63
dull	-2.73	0.79
strife	-2.72	1.35
slavery	-2.72	1.92
mad	-2.71	1.29
careless	-2.68	1.13
sad	-2.67	1.29
misery	-2.65	0.48
curse	-2.65	1.19
solitary	-2.65	1.70
suffering	-2.64	0.38
bitterness	-2.63	1.29
corruption	-2.63	0.64
tragedy	-2.63	1.84
furious	-2.62	0.79
fear	-2.61	1.19
rescue	-2.60	1.66
cunning	-2.59	0.54
hopeless	-2.59	0.60
destruction	-2.58	0.66
ill	-2.58	1.42
beast	-2.57	0.55
silly	-2.57	0.85
base	-2.57	0.48
scorn	-2.57	1.48
inferior	-2.57	1.70
condition	-2.56	1.22
jealous	-2.55	1.43
struggling	-2.55	1.18
illness	-2.54	0.47
ignorance	-2.53	0.50
relieve	-2.52	1.18
harsh	-2.52	1.65
inherited	-2.52	1.48
terror	-2.51	0.85
rebellion	-2.51	0.62
belonged	-2.50	1.76
woe	-2.50	1.20
griggs	-2.49	1.78
cried	-2.48	1.59
ruin	-2.47	0.53
ugly	-2.46	1.70
crying	-2.45	1.38
threatened	-2.45	0.55
enemies	-2.44	1.47
crime	-2.44	0.49
sickness	-2.44	0.34
mysterious	-2.43	1.78
weeping	-2.42	1.18
sin	-2.42	1.27
shame	-2.39	0.62
murder	-2.38	0.45
sighed	-2.37	1.57
influences	-2.37	1.66
sadly	-2.37	1.32
shotaye	-2.36	1.48
abraham	-2.35	1.81
hard	-2.35	1.53
influence	-2.33	1.82
creature	-2.33	1.23
unworthy	-2.33	0.50
mischief	-2.33	1.58
worse	-2.33	1.50
deserted	-2.32	0.76
partisan	-2.30	1.68
suffered	-2.30	0.48
unlike	-2.29	1.99
reminded	-2.28	1.80
fever	-2.27	0.46
bitterly	-2.25	1.14
tyope	-2.24	1.58
distress	-2.24	0.44
savages	-2.24	0.68
motives	-2.23	1.58
loss	-2.23	0.49
wounds	-2.22	0.37
cares	-2.22	1.54
severe	-2.21	0.49
savage	-2.19	0.61
tremendous	-2.18	0.83
cure	-2.18	0.52
dangerous	-2.17	1.99
peril	-2.16	0.78
injury	-2.15	0.50
worst	-2.15	1.82
neglect	-2.14	0.45
passions	-2.14	0.77
fatal	-2.14	0.66
lots	-2.13	1.81
insane	-2.12	0.31
anger	-2.12	1.26
anguish	-2.11	0.91
