dreadful	-3.85	0.94
wretched	-3.80	0.94
wicked	-3.65	0.71
helpless	-3.65	0.96
crime	-3.63	1.15
victim	-3.57	1.05
miserable	-3.53	0.96
cruel	-3.44	0.79
desolate	-3.41	1.20
corrupt	-3.38	1.35
injustice	-3.36	0.91
terrible	-3.33	1.21
fearful	-3.29	1.18
torture	-3.26	1.14
worst	-3.24	1.26
frightful	-3.24	1.33
wrong	-3.23	1.23
fraud	-3.13	1.08
hopeless	-3.11	1.17
folly	-3.10	0.58
corruption	-3.10	1.16
vice	-3.09	1.06
vengeance	-3.04	1.09
ignorant	-3.04	0.72
wretch	-3.04	0.60
murderer	-3.02	1.24
death	-2.97	1.14
awful	-2.95	1.53
fiercely	-2.94	1.23
error	-2.94	1.21
selfish	-2.93	0.95
worse	-2.92	1.20
feeble	-2.90	0.96
insult	-2.89	1.13
hideous	-2.88	1.60
ugly	-2.86	1.34
bloody	-2.85	1.56
guilty	-2.84	0.76
weak	-2.84	0.90
selfishness	-2.83	1.10
abuse	-2.83	1.24
sin	-2.81	1.03
committed	-2.80	0.83
lonely	-2.78	1.36
vulgar	-2.78	1.03
horrid	-2.77	1.32
curse	-2.76	0.67
revenge	-2.74	1.33
dangerous	-2.74	1.34
commit	-2.73	0.74
foolish	-2.71	0.81
faults	-2.71	1.36
bitter	-2.70	1.22
squire	-2.68	1.58
punishment	-2.67	0.67
creature	-2.67	0.95
ignorance	-2.67	0.67
circumstance	-2.67	1.80
violence	-2.66	0.65
horror	-2.66	1.34
habit	-2.65	1.81
coward	-2.65	1.07
deed	-2.65	1.25
tragedy	-2.65	1.71
unnatural	-2.65	0.53
victims	-2.63	1.28
warden	-2.62	1.58
disgrace	-2.61	0.40
carries	-2.60	1.83
feared	-2.60	1.28
punished	-2.59	0.65
rival	-2.54	1.53
blind	-2.54	0.97
deadly	-2.54	0.75
arrested	-2.54	0.61
sick	-2.53	1.04
drummond	-2.53	1.68
dreaded	-2.50	1.04
danger	-2.50	1.25
murder	-2.50	0.74
haunted	-2.50	1.58
evils	-2.49	1.58
neglected	-2.48	1.11
disease	-2.48	1.28
pretended	-2.48	1.45
silly	-2.48	0.89
opposed	-2.47	1.82
misfortune	-2.47	1.26
uncomfortable	-2.47	1.75
condemned	-2.46	0.74
wandering	-2.45	0.77
temptation	-2.45	1.42
errors	-2.45	0.99
unjust	-2.45	0.50
belle	-2.45	1.47
fatal	-2.45	0.70
bitterness	-2.43	1.57
disaster	-2.42	0.67
bitterly	-2.42	1.22
wandered	-2.38	1.74
painful	-2.35	1.57
strange	-2.34	1.65
cure	-2.33	1.39
creatures	-2.33	1.03
mischief	-2.33	1.26
gloomy	-2.33	1.63
sighed	-2.32	1.17
scorn	-2.32	1.69
weakness	-2.30	0.65
prof	-2.30	1.82
enemies	-2.29	1.56
accused	-2.29	0.80
suffer	-2.29	0.48
hatred	-2.28	1.67
ruined	-2.27	1.19
snap	-2.27	1.99
cause	-2.27	1.48
jail	-2.27	0.73
misery	-2.26	0.56
criminal	-2.26	0.83
forgot	-2.26	1.49
neglect	-2.26	0.58
arrest	-2.26	0.67
prisoner	-2.26	0.72
rage	-2.25	1.62
suffered	-2.25	0.40
palma	-2.23	1.57
dread	-2.23	0.67
avoid	-2.23	1.64
restless	-2.21	1.46
madness	-2.21	0.65
threatened	-2.20	0.56
barker	-2.20	1.73
anderson	-2.19	1.70
stupid	-2.17	0.54
crazy	-2.16	1.18
fate	-2.15	0.68
base	-2.14	0.58
contempt	-2.14	1.68
sad	-2.13	1.47
careless	-2.12	1.26
woe	-2.12	0.68
abandoned	-2.12	0.68
peril	-2.11	0.61
absurd	-2.10	0.47
tendencies	-2.10	1.68
indifference	-2.09	1.53
bud	-2.08	1.53
disturbance	-2.08	1.58
injury	-2.08	0.54
dying	-2.06	1.30
awkward	-2.06	0.48
wrath	-2.06	1.77
startling	-2.06	1.65
roderick	-2.06	1.63
indifferent	-2.06	1.30
fool	-2.05	1.19
sins	-2.05	1.30
stealing	-2.05	0.62
shame	-2.04	0.79
suffering	-2.04	0.47
mistake	-2.01	0.59
quarrel	-2.00	1.59
sickness	-1.99	0.52
rig	-1.99	1.69
moody	-1.97	1.72
thief	-1.97	0.31
despair	-1.97	0.83
guilt	-1.96	0.74
weary	-1.96	0.78
au	-1.96	1.67
fierce	-1.95	0.96
agony	-1.94	0.83
charge	-1.94	0.61
checked	-1.93	1.79
prison	-1.93	0.53
mortal	-1.92	1.40
charged	-1.92	0.74
helen	-1.90	1.63
utterly	-1.90	0.51
catching	-1.90	1.77
beast	-1.90	0.55
idle	-1.90	0.56
sigh	-1.90	1.27
crying	-1.89	1.48
utter	-1.89	0.73
invalid	-1.88	1.36
foe	-1.88	0.65
bar	-1.88	1.86
severe	-1.88	0.49
midst	-1.87	0.69
tremendous	-1.86	1.04
poverty	-1.86	0.50
burden	-1.84	0.34
unworthy	-1.83	0.57
fury	-1.81	1.02
influence	-1.81	1.82
deserted	-1.80	0.78
wetherel	-1.79	0.60
illness	-1.79	0.36
innocent	-1.79	1.61
fault	-1.78	0.65
escape	-1.78	0.65
vanity	-1.78	0.91
dreary	-1.76	1.08
loss	-1.76	0.47
hell	-1.76	1.44
fancied	-1.75	1.69
reproach	-1.74	0.76
exhausted	-1.74	0.55
melancholy	-1.74	0.82
dumb	-1.73	0.45
devil	-1.73	0.56
julian	-1.73	1.66
caroline	-1.71	1.68
plot	-1.70	0.68
died	-1.70	1.60
remorse	-1.70	0.91
motley	-1.70	1.96
helping	-1.69	1.47
habits	-1.69	1.95
hollowbread	-1.68	0.94
josie	-1.68	0.92
conflict	-1.67	0.66
escaped	-1.67	0.50
jury	-1.66	0.61
anguish	-1.65	0.92
distress	-1.65	0.57
confession	-1.64	0.62
attacks	-1.63	0.47
elections	-1.63	0.87
impatience	-1.63	1.05
virtues	-1.62	1.74
shock	-1.62	0.62
false	-1.61	0.46
democracy	-1.61	0.87
bewildered	-1.61	0.46
trial	-1.60	0.53
hospital	-1.60	0.54
disgust	-1.59	1.13
confusion	-1.58	0.55
confessed	-1.58	0.42
fever	-1.58	0.47
either	-1.58	1.89
ambition	-1.58	1.00
consolation	-1.57	1.45
boy	-1.57	1.61
supposing	-1.57	0.79
baby	-1.56	1.68
terror	-1.56	0.79
reckless	-1.56	0.61
dull	-1.55	0.65
officials	-1.54	0.93
alleged	-1.54	0.52
waste	-1.54	0.41
consequences	-1.53	0.85
parents	-1.53	1.55
endure	-1.53	0.38
thieves	-1.53	0.44
apprehension	-1.53	0.68
anger	-1.53	1.40
ruin	-1.52	0.63
disappointment	-1.52	0.92
child	-1.51	1.71
remembering	-1.50	0.56
combat	-1.49	0.54
effects	-1.49	0.99
exciting	-1.49	2.02
serious	-1.48	0.58
ambitious	-1.48	1.27
wasted	-1.48	0.53
blank	-1.47	0.47
mercy	-1.47	1.57
infant	-1.47	0.96
ill	-1.47	1.45
saved	-1.46	0.36
threatening	-1.46	0.43
pain	-1.46	0.74
old	-1.46	1.56
exposed	-1.45	0.53
wounds	-1.44	0.48
crisis	-1.44	0.63
disagreeable	-1.43	2.03
tammany	-1.43	0.76
accident	-1.43	0.40
rector	-1.43	0.76
relieve	-1.43	0.35
lehming	-1.42	0.67
commonplace	-1.42	0.47
hunger	-1.42	0.27
nervous	-1.42	0.45
troubles	-1.42	0.45
bore	-1.41	0.35
party	-1.41	0.76
fatigue	-1.39	0.28
nestoria	-1.39	0.78
strife	-1.39	0.97
bradford	-1.38	0.88
cunning	-1.38	1.35
encounter	-1.38	0.33
avoided	-1.37	0.46
grief	-1.37	1.19
formidable	-1.37	0.70
dangers	-1.36	0.79
fear	-1.36	0.58
ridiculous	-1.36	0.52
empty	-1.36	0.76
uneasy	-1.36	0.50
trials	-1.35	0.53
dismay	-1.34	0.72
sensitive	-1.33	1.59
leavenworth	-1.33	0.51
mad	-1.33	0.56
tweed	-1.33	0.60
meantime	-1.32	0.61
acts	-1.32	0.61
indignation	-1.32	1.31
fight	-1.32	0.60
associates	-1.31	0.58
mystery	-1.31	0.69
remedy	-1.31	0.89
embarrassment	-1.30	0.51
desert	-1.30	0.79
sorrow	-1.30	0.94
sheriff	-1.29	0.41
prey	-1.29	0.45
feverish	-1.29	0.52
wept	-1.29	0.79
anxiety	-1.29	0.65
storm	-1.28	0.74
subjected	-1.28	0.47
susan	-1.28	0.72
murray	-1.27	0.93
spared	-1.27	0.32
motive	-1.27	0.60
opponents	-1.26	0.47
dear	-1.25	1.70
doctor	-1.25	0.63
dies	-1.25	0.58
albert	-1.24	1.58
dependent	-1.24	0.52
sufferings	-1.23	0.44
trembling	-1.23	0.27
tilden	-1.23	0.62
charges	-1.23	0.48
mysterious	-1.22	0.87
defiance	-1.22	0.88
suspicion	-1.21	0.82
aroused	-1.21	0.77
capture	-1.21	0.48
opposition	-1.21	0.56
sudden	-1.21	0.57
travelling	-1.20	0.64
sewell	-1.20	0.66
affair	-1.19	0.43
vague	-1.19	0.50
alarm	-1.19	0.47
generally	-1.19	2.01
wilderness	-1.18	0.53
angry	-1.18	0.59
harm	-1.18	0.48
obscure	-1.18	0.71
vain	-1.18	0.53
passions	-1.17	1.04
approaching	-1.17	0.46
wars	-1.17	0.51
useless	-1.17	0.36
prejudice	-1.17	0.78
resist	-1.17	0.46
suspected	-1.16	0.80
grim	-1.16	0.68
jealousy	-1.16	2.16
physician	-1.16	0.67
sentence	-1.15	0.40
treatment	-1.15	0.44
jonas	-1.14	0.85
dam	-1.14	0.86
spite	-1.14	0.59
badly	-1.13	0.35
discovery	-1.13	0.45
wolf	-1.13	0.41
fancies	-1.13	0.32
controlled	-1.13	0.54
dead	-1.13	0.80
dunham	-1.13	0.52
searching	-1.13	0.50
continually	-1.12	0.31
suspicious	-1.12	0.52
animal	-1.12	0.56
mrs	-1.12	0.85
powerful	-1.12	0.41
suppressed	-1.12	0.43
wholly	-1.12	0.42
contest	-1.12	0.49
police	-1.11	0.36
condition	-1.11	0.60
tired	-1.11	0.62
troubled	-1.11	0.39
panic	-1.11	0.48
widow	-1.10	1.71
leaders	-1.09	0.66
witness	-1.09	0.48
girl	-1.09	1.60
uncertain	-1.09	0.39
astonishment	-1.09	0.79
devoted	-1.08	1.49
manners	-1.08	1.83
mostly	-1.08	0.60
hungry	-1.08	0.46
coarse	-1.07	0.73
wreck	-1.07	0.33
severely	-1.07	0.29
curtain	-1.06	0.97
defeat	-1.06	0.57
savage	-1.06	0.42
desperate	-1.06	0.50
consequence	-1.06	0.49
solitude	-1.05	0.78
singular	-1.05	1.13
impatiently	-1.05	0.56
load	-1.05	0.22
knew	-1.05	1.74
excite	-1.04	0.62
odd	-1.04	1.99
queer	-1.04	1.44
lest	-1.04	0.53
administration	-1.03	0.69
declared	-1.03	0.68
against	-1.03	0.44
medicine	-1.03	0.64
struggles	-1.03	0.41
complaint	-1.02	0.68
throws	-1.02	0.50
fat	-1.02	0.51
politicians	-1.01	0.67
mere	-1.01	0.48
beings	-1.01	0.63
le	-1.01	0.41
beasts	-1.01	0.40
doubtful	-1.01	0.43
excited	-1.01	0.44
pursued	-1.01	0.39
hostile	-1.01	0.55
prisoners	-1.00	0.25
solitary	-1.00	0.69
risk	-1.00	0.54
prevented	-1.00	0.72
destruction	-0.99	0.87
interior	-0.99	0.49
lemuel	-0.99	0.51
rebels	-0.99	0.43
unnecessary	-0.99	0.64
regina	-0.99	0.53
en	-0.99	0.40
encountered	-0.99	0.37
weapons	-0.98	0.50
mother	-0.98	1.87
witnessed	-0.98	0.64
la	-0.98	0.38
leah	-0.97	0.52
moll	-0.97	0.51
imitation	-0.97	0.55
wounded	-0.97	0.55
dog	-0.97	0.61
murdered	-0.97	0.95
violently	-0.96	0.43
overcome	-0.96	0.38
arise	-0.96	0.65
ralph	-0.96	0.61
et	-0.96	0.39
hannah	-0.96	0.95
appeal	-0.96	0.51
agitation	-0.95	0.31
difficulties	-0.95	0.68
assuming	-0.95	0.50
confused	-0.95	0.31
defence	-0.95	0.39
considerations	-0.95	0.49
excitement	-0.95	0.55
euphemia	-0.94	0.50
tendency	-0.94	0.94
judged	-0.94	0.58
control	-0.94	0.83
inevitable	-0.94	0.75
depths	-0.94	0.54
rebellion	-0.94	0.48
harsh	-0.93	0.53
ones	-0.93	0.60
returns	-0.93	0.40
cared	-0.93	1.71
court	-0.93	0.36
liable	-0.93	0.80
fighting	-0.93	0.58
democrats	-0.92	0.50
mike	-0.92	0.77
occurrence	-0.92	0.53
mournful	-0.92	0.89
without	-0.92	0.60
excessive	-0.92	0.47
zell	-0.91	0.58
sentimental	-0.91	0.49
sharply	-0.91	0.36
republican	-0.91	0.50
touching	-0.91	0.84
battle	-0.91	0.61
produces	-0.90	0.67
spencer	-0.90	0.64
injured	-0.90	0.27
controversy	-0.90	0.57
democratic	-0.90	0.52
occurred	-0.89	0.52
sally	-0.89	0.59
radical	-0.89	0.54
destroyed	-0.89	0.53
amazement	-0.89	0.78
cry	-0.89	0.50
forgetting	-0.89	0.48
instances	-0.89	0.64
prevent	-0.89	0.51
trusted	-0.89	1.67
cases	-0.88	0.61
municipal	-0.88	0.70
causes	-0.88	0.82
exits	-0.88	0.58
objections	-0.88	0.68
rena	-0.88	0.50
bear	-0.87	0.20
absent	-0.87	0.40
judge	-0.87	0.25
regards	-0.87	0.32
cat	-0.87	0.53
nurse	-0.87	1.21
curiosity	-0.87	0.99
proceedings	-0.87	0.37
honored	-0.87	1.56
comrades	-0.86	0.46
murmured	-0.86	0.87
detected	-0.86	0.42
longmore	-0.86	0.49
hide	-0.86	0.26
struggle	-0.86	0.38
notwithstanding	-0.86	0.67
gloom	-0.85	0.63
prophet	-0.85	1.83
cares	-0.85	0.51
literally	-0.85	0.57
rigby	-0.85	0.73
caused	-0.85	0.52
fears	-0.85	0.41
weeping	-0.85	0.93
fought	-0.84	0.56
behalf	-0.84	0.23
killed	-0.84	0.40
puts	-0.84	0.70
protest	-0.84	0.39
mob	-0.84	0.25
wife	-0.84	1.86
sadly	-0.84	0.60
jones	-0.83	0.67
captured	-0.83	0.14
sage	-0.83	0.43
attributed	-0.83	0.68
capable	-0.83	0.79
merits	-0.83	0.61
lad	-0.82	1.03
deceived	-0.82	0.61
desires	-0.82	0.60
ann	-0.82	0.66
drunk	-0.82	0.56
existence	-0.82	0.53
frame	-0.82	0.52
solely	-0.81	0.51
suspicions	-0.81	0.77
presidential	-0.80	0.41
awe	-0.80	0.82
pressure	-0.80	0.64
nonsense	-0.80	0.97
forgotten	-0.80	0.51
greeley	-0.80	0.31
zillah	-0.79	0.50
search	-0.79	0.38
bare	-0.79	0.56
pity	-0.79	1.78
comfort	-0.79	1.45
steal	-0.78	0.31
drops	-0.78	0.69
republicans	-0.77	0.47
stomach	-0.77	0.62
staniford	-0.77	0.44
alice	-0.77	0.80
motives	-0.77	0.77
event	-0.77	0.56
curious	-0.77	1.19
candidate	-0.76	0.43
votes	-0.76	0.43
bed	-0.76	0.84
reform	-0.76	0.54
salle	-0.76	0.27
ix	-0.75	0.41
speculation	-0.75	0.35
violent	-0.75	0.44
courts	-0.75	0.39
vote	-0.75	0.43
candidates	-0.75	0.42
nixy	-0.75	0.53
mingled	-0.75	0.93
clemence	-0.75	0.53
satisfy	-0.74	0.59
fox	-0.74	0.28
self	-0.74	0.43
interesting	-0.74	2.19
charlton	-0.74	0.69
attacked	-0.74	0.17
insisted	-0.74	0.48
claudia	-0.74	0.49
blame	-0.73	0.40
startled	-0.73	0.38
wives	-0.73	0.89
lydia	-0.73	0.42
fled	-0.73	0.33
timid	-0.73	0.52
differences	-0.73	0.55
hurt	-0.73	0.43
ticket	-0.72	0.44
beaten	-0.72	0.44
mamma	-0.72	1.18
dismissed	-0.72	0.26
indignant	-0.72	0.37
commonly	-0.72	0.45
unusual	-0.72	0.89
gesture	-0.71	0.80
attack	-0.71	0.25
johnson	-0.71	0.51
medical	-0.71	0.61
customs	-0.71	0.73
election	-0.71	0.45
alone	-0.71	0.71
commanding	-0.71	0.54
weight	-0.70	0.38
grandmother	-0.70	1.39
suspect	-0.70	0.64
prolonged	-0.70	0.40
produce	-0.70	0.79
trick	-0.70	0.37
impatient	-0.69	0.50
instead	-0.69	0.69
nattie	-0.69	0.33
counsel	-0.69	0.27
shield	-0.69	0.50
news	-0.69	0.56
hetty	-0.69	0.48
sumner	-0.69	0.45
succeeded	-0.69	0.66
effect	-0.68	0.78
cell	-0.68	0.21
incidents	-0.68	1.30
harcourt	-0.68	0.67
events	-0.68	0.64
howard	-0.68	0.54
disguise	-0.68	0.48
clara	-0.68	0.84
rowland	-0.68	0.47
cried	-0.67	0.84
marks	-0.67	0.44
sarah	-0.67	0.79
witnesses	-0.67	0.27
delay	-0.67	0.36
lightning	-0.67	0.63
mae	-0.67	0.52
elsie	-0.67	1.00
frightened	-0.67	0.26
missed	-0.66	0.65
borne	-0.66	0.37
norman	-0.66	0.50
incapable	-0.66	0.45
passing	-0.66	0.43
prejudices	-0.66	0.68
measures	-0.66	0.49
die	-0.66	0.74
anticipated	-0.66	0.51
wonder	-0.66	0.56
brings	-0.66	0.36
mothers	-0.66	0.84
felt	-0.66	0.67
district	-0.66	0.34
