cruel	-4.38	0.89
deadly	-4.24	1.02
miserable	-4.15	1.01
ugly	-4.11	1.16
weak	-3.96	1.02
wretched	-3.94	1.05
dirty	-3.91	1.36
dreadful	-3.84	1.13
dying	-3.82	1.05
devil	-3.81	1.08
blind	-3.72	0.90
ignorant	-3.70	1.17
victim	-3.63	1.10
terrible	-3.63	1.14
fearful	-3.60	1.13
swore	-3.60	1.47
wicked	-3.43	0.87
disaster	-3.41	1.31
disgrace	-3.41	1.11
painful	-3.40	1.76
consequences	-3.38	1.15
feeble	-3.35	1.28
quarrel	-3.35	1.41
violence	-3.34	1.29
helpless	-3.32	0.95
lonely	-3.31	1.55
disease	-3.29	1.10
dangerous	-3.28	1.36
fool	-3.26	1.35
accident	-3.24	1.28
alas	-3.18	1.57
death	-3.17	1.24
interference	-3.17	1.66
crime	-3.17	1.46
stupid	-3.15	0.96
bitterly	-3.12	1.44
sin	-3.10	1.10
weary	-3.10	1.13
foolish	-3.10	1.00
horror	-3.08	1.29
dread	-3.07	1.30
endure	-3.03	1.48
hopeless	-3.03	1.03
murder	-3.03	1.75
injustice	-3.02	0.56
false	-3.01	1.25
awful	-3.00	1.47
mortal	-2.99	1.11
ill	-2.98	1.16
curse	-2.98	1.15
sick	-2.95	1.13
careless	-2.95	0.95
evils	-2.94	1.52
worst	-2.90	1.55
revenge	-2.89	1.33
alive	-2.88	1.11
beast	-2.87	0.54
frightened	-2.82	1.13
awkward	-2.79	1.38
deeds	-2.78	1.33
exposed	-2.78	0.67
gambling	-2.78	1.66
bitter	-2.76	1.48
violent	-2.76	1.48
temptation	-2.76	1.33
cunning	-2.72	0.50
restless	-2.71	1.64
tired	-2.71	1.27
savage	-2.69	0.61
fortunately	-2.69	1.81
ignorance	-2.68	0.51
thief	-2.66	0.49
rage	-2.65	1.61
enemies	-2.64	0.57
sins	-2.64	1.43
destroy	-2.63	1.79
shame	-2.62	1.52
crazy	-2.61	1.19
fury	-2.60	1.66
acted	-2.60	2.02
horace	-2.58	1.68
dependent	-2.58	1.42
dead	-2.56	1.40
madness	-2.54	0.95
fatal	-2.54	0.58
peril	-2.52	0.59
suffering	-2.51	0.50
grief	-2.51	1.47
creatures	-2.49	1.47
scorn	-2.49	1.70
anger	-2.47	1.78
badly	-2.46	1.42
imagine	-2.45	1.94
petty	-2.44	0.60
sadly	-2.41	1.36
dangers	-2.41	0.61
angry	-2.40	1.54
drunk	-2.40	1.75
unfortunately	-2.40	1.77
hell	-2.40	0.67
dillon	-2.38	1.64
suffer	-2.38	0.47
punishment	-2.37	0.84
fate	-2.36	0.70
dumb	-2.35	0.63
disturbed	-2.35	1.49
agony	-2.34	0.99
gloomy	-2.34	1.58
jealousy	-2.33	1.82
hatred	-2.32	1.88
mob	-2.31	0.45
bitterness	-2.31	1.77
hath	-2.30	1.79
furious	-2.30	0.94
suffered	-2.28	0.58
forgot	-2.26	1.76
sore	-2.26	0.50
responsible	-2.25	0.43
clarke	-2.25	1.70
injured	-2.25	0.34
wounded	-2.24	0.57
worse	-2.24	1.44
injury	-2.23	0.45
killed	-2.23	0.43
corruption	-2.21	0.61
folly	-2.21	0.52
uncertain	-2.20	0.56
recall	-2.20	2.10
shock	-2.20	0.65
wrath	-2.19	1.80
fiercely	-2.19	0.87
committed	-2.19	0.94
fever	-2.19	0.30
ferris	-2.18	1.59
scared	-2.17	1.45
illness	-2.16	0.40
creature	-2.16	1.41
danger	-2.15	0.59
selfish	-2.15	0.50
forever	-2.14	1.94
absurd	-2.14	0.64
destruction	-2.14	0.64
fierce	-2.12	1.17
jealous	-2.12	1.80
threatened	-2.12	0.65
rude	-2.11	0.44
prison	-2.09	1.10
misery	-2.09	0.92
angrily	-2.09	0.57
spectacle	-2.09	2.21
treatment	-2.08	0.29
mad	-2.07	0.63
